Date,StockCode,Quantity,Revenue,TransactionsCount,Category,Description,AvgUnitPrice,DayOfWeek,Month,Quarter,DayOfMonth,DayOfYear,IsWeekend,Sin_DayOfWeek,Cos_DayOfWeek,Sin_Month,Cos_Month,IsBlackFriday,IsCyberWeek,IsChristmasRush,IsNewYear,IsSummerSale,IsPromotion,Lag_1,Lag_7,Lag_14,Lag_28,RollingMean_7,RollingStd_7,RollingMean_14,RollingStd_14,RollingMean_28,RollingStd_28,RollingMin_7,RollingMax_7,PrevMonthDemand,DemandVolatility_7,Cat_Cookware,Cat_Electronics,Cat_Home___Kitchen,Cat_Lighting,Cat_Luggage___Travel,Cat_Office,Cat_Sports___Outdoors,Cat_Wellness,LogUnitPrice
2023-06-04,SKU_1003,17,509.15,8,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,6,6,2,4,155,1,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,30.0,24.0,14.0,9.0,21.285714285714285,6.824326235712118,20.0,6.872464567443722,17.642857142857142,7.484375258889217,8.0,30.0,534.0,0.3206057799166459,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-05,SKU_1003,15,449.25,5,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,0,6,2,5,156,0,0.0,1.0,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,17.0,19.0,30.0,12.0,20.285714285714285,6.872997543873807,20.214285714285715,6.715980613759678,17.928571428571427,7.292454605953622,8.0,30.0,522.0,0.33880957105948367,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-06,SKU_1003,14,419.29999999999995,5,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,1,6,2,6,157,0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,15.0,21.0,25.0,19.0,19.714285714285715,7.158079018709934,19.142857142857142,6.212359180971973,18.035714285714285,7.223839867678578,8.0,30.0,526.0,0.36309078054068766,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-07,SKU_1003,17,509.15,7,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,2,6,2,7,158,0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,14.0,25.0,16.0,13.0,18.714285714285715,7.432233529572073,18.357142857142858,6.109351506025494,17.857142857142858,7.260824796094225,8.0,30.0,531.0,0.3971420374584877,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-08,SKU_1003,19,569.05,4,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,3,6,2,8,159,0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,17.0,22.0,8.0,8.0,17.571428571428573,6.900655593423548,18.428571428571427,6.085471800359211,18.0,7.200822998230957,8.0,30.0,536.0,0.39272001352490965,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-09,SKU_1003,33,988.3499999999999,9,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,4,6,2,9,160,0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,19.0,8.0,19.0,27.0,17.142857142857142,6.669047194029336,19.214285714285715,5.294097895531656,18.392857142857142,6.930016758647291,8.0,30.0,536.0,0.38902752605232105,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-10,SKU_1003,10,299.5,2,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,5,6,2,10,161,1,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,33.0,30.0,19.0,21.0,20.714285714285715,7.587583842794012,20.214285714285715,6.4471648083428335,18.607142857142858,7.289461117685135,14.0,33.0,556.0,0.366296974198413,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-11,SKU_1003,18,539.0999999999999,5,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,6,6,2,11,162,1,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,10.0,17.0,24.0,29.0,17.857142857142858,7.267016155859565,19.571428571428573,7.0023543921289235,18.214285714285715,7.450364857370177,10.0,33.0,558.0,0.4069526768346366,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-12,SKU_1003,7,209.64999999999998,2,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,0,6,2,12,163,0,0.0,1.0,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,18.0,15.0,19.0,13.0,18.0,7.257180352359089,19.142857142857142,6.893220112290314,17.821428571428573,7.144298796313415,10.0,33.0,549.0,0.40317646225524817,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-13,SKU_1003,14,419.29999999999995,5,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,1,6,2,13,164,0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,7.0,14.0,21.0,8.0,16.857142857142858,8.35520938154897,18.285714285714285,7.6201006598295145,17.607142857142858,7.380350717925046,7.0,33.0,535.0,0.49564772013137615,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-14,SKU_1003,10,299.5,6,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,2,6,2,14,165,0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,14.0,17.0,25.0,6.0,16.857142857142858,8.35520938154897,17.785714285714285,7.657862439536065,17.821428571428573,7.175336210621057,7.0,33.0,520.0,0.49564772013137615,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-15,SKU_1003,6,179.7,4,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,3,6,2,15,166,0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,10.0,19.0,22.0,13.0,15.857142857142858,8.745066636463703,16.714285714285715,7.62010065982951,17.964285714285715,6.9680867391438825,7.0,33.0,517.0,0.5514903409992977,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-16,SKU_1003,15,449.25,4,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,4,6,2,16,167,0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,6.0,33.0,8.0,11.0,14.0,9.32737905308882,15.571428571428571,7.958684523252531,17.714285714285715,7.27174716820565,6.0,33.0,515.0,0.6662408850485693,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-17,SKU_1003,7,209.65,5,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,5,6,2,17,168,1,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,15.0,10.0,30.0,25.0,11.428571428571429,4.391550328268403,16.071428571428573,7.66073189628858,17.857142857142858,7.173584700853366,6.0,18.0,524.0,0.3842603174957075,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-18,SKU_1003,17,509.15,7,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,6,6,2,18,169,1,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,7.0,18.0,17.0,14.0,11.0,4.690415759823432,14.428571428571429,6.869265840452907,17.214285714285715,7.314911927558424,6.0,18.0,518.0,0.4264010450739074,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-19,SKU_1003,12,359.4,8,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,0,6,2,19,170,0,0.0,1.0,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,17.0,7.0,15.0,30.0,10.857142857142858,4.450789122113497,14.428571428571429,6.869265840452907,17.321428571428573,7.288009286840912,6.0,17.0,524.0,0.4099407257755747,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-20,SKU_1003,13,389.35,5,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,1,6,2,20,171,0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,12.0,14.0,14.0,25.0,11.571428571428571,4.117326918327106,14.214285714285714,6.896806077158764,16.678571428571427,6.912434161114738,6.0,17.0,511.0,0.35581806816080214,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-21,SKU_1003,15,449.25,6,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,2,6,2,21,172,0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,13.0,10.0,17.0,16.0,11.428571428571429,4.035556254807299,14.142857142857142,6.904370331198179,16.25,6.747427493332384,6.0,17.0,510.0,0.3531108633236333,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-22,SKU_1003,9,269.55,5,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,3,6,2,22,173,0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,15.0,6.0,19.0,8.0,12.142857142857142,4.180453381654975,14.0,6.861262498762386,16.214285714285715,6.7514450736128,6.0,17.0,495.0,0.34427234791200556,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-23,SKU_1003,12,359.4,6,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,4,6,2,23,174,0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,9.0,15.0,33.0,19.0,12.571428571428571,3.5523298860111043,13.285714285714286,6.821104934500897,16.25,6.708894041439261,7.0,17.0,479.0,0.28257147070539523,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-24,SKU_1003,16,479.2,8,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,5,6,2,24,175,1,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,12.0,7.0,10.0,19.0,12.142857142857142,3.3876526498728463,11.785714285714286,3.786180771590911,16.0,6.733003292241381,7.0,17.0,475.0,0.2789829296506453,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-25,SKU_1003,10,299.5,6,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,6,6,2,25,176,1,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,16.0,17.0,18.0,24.0,13.428571428571429,2.760262237369427,12.214285714285714,3.9061799444267393,15.892857142857142,6.70731654524335,9.0,17.0,483.0,0.20555129013825194,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-26,SKU_1003,20,599.0,9,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,0,6,2,26,177,0,0.0,1.0,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,10.0,12.0,7.0,19.0,12.428571428571429,2.507132682112043,11.642857142857142,3.5649391591990898,15.392857142857142,6.6015670738611565,9.0,16.0,474.0,0.20172315694440593,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-27,SKU_1003,3,89.85,2,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,1,6,2,27,178,0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,20.0,13.0,14.0,21.0,13.571428571428571,3.7796447300922797,12.571428571428571,3.9363060722592995,15.428571428571429,6.624469630362706,9.0,20.0,475.0,0.2784999327963228,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-28,SKU_1003,11,329.45,7,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,2,6,2,28,179,0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,3.0,15.0,10.0,25.0,12.142857142857142,5.520524474738838,11.785714285714286,4.660448499852791,14.785714285714286,6.9301121943627235,3.0,20.0,454.0,0.4546310529293901,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-29,SKU_1003,9,269.55,4,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,3,6,2,29,180,0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,11.0,9.0,6.0,22.0,11.571428571428571,5.380741673076398,11.857142857142858,4.638586370488689,14.285714285714286,6.665872968626264,3.0,20.0,446.0,0.4650019649555215,0,0,0,0,0,1,0,0,3.4202351001413382
2023-06-30,SKU_1003,17,509.15,7,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,4,6,2,30,181,0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,9.0,12.0,15.0,8.0,11.571428571428571,5.380741673076398,12.071428571428571,4.410900583332601,13.821428571428571,6.56056440338826,3.0,20.0,434.0,0.4650019649555215,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-01,SKU_1003,25,748.75,10,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,5,7,3,1,182,1,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,17.0,16.0,7.0,30.0,12.285714285714286,5.765248931147317,12.214285714285714,4.543441112511206,14.142857142857142,6.484821512802795,3.0,20.0,426.0,0.4692640659249605,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-02,SKU_1003,29,868.55,13,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,6,7,3,2,183,1,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,25.0,10.0,17.0,17.0,13.571428571428571,7.480132415430961,13.5,5.417209045823672,13.964285714285714,6.08873971547078,3.0,25.0,429.0,0.5511672455401004,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-03,SKU_1003,16,479.2,5,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,0,7,3,3,184,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,29.0,20.0,12.0,15.0,16.285714285714285,9.214377998799595,14.357142857142858,6.78921251644155,14.392857142857142,6.701792384431276,3.0,29.0,450.0,0.5657947928593129,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-04,SKU_1003,17,509.15,5,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,1,7,3,4,185,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,16.0,3.0,13.0,14.0,15.714285714285714,9.068522219088143,14.642857142857142,6.766514190165738,14.428571428571429,6.707809552656432,3.0,29.0,436.0,0.5770874103408935,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-05,SKU_1003,15,449.25,4,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,2,7,3,5,186,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,17.0,11.0,15.0,17.0,17.714285714285715,7.134757312254008,14.928571428571429,6.776251354368611,14.535714285714286,6.724648650368238,9.0,29.0,436.0,0.40276833058060413,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-06,SKU_1003,14,419.3,6,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,3,7,3,6,187,0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,15.0,9.0,9.0,19.0,18.285714285714285,6.651172470932879,14.928571428571429,6.776251354368611,14.464285714285714,6.7081053397123345,9.0,29.0,436.0,0.3637357955861287,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-07,SKU_1003,22,658.9,9,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,4,7,3,7,188,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,14.0,17.0,12.0,33.0,19.0,5.686240703077341,15.285714285714286,6.568322247184374,14.285714285714286,6.649183424424392,14.0,29.0,436.0,0.2992756689642448,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-08,SKU_1003,14,419.29999999999995,8,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,5,7,3,8,189,1,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,22.0,25.0,16.0,10.0,19.714285714285715,5.707138387268066,16.0,6.725382459813663,13.892857142857142,5.769262650841214,14.0,29.0,441.0,0.2894923800464482,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-09,SKU_1003,32,958.4,15,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,6,7,3,9,190,1,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,14.0,29.0,10.0,18.0,18.142857142857142,5.520524474738846,15.857142857142858,6.746590510508517,14.035714285714286,5.718599562163871,14.0,29.0,436.0,0.30428070884663233,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-10,SKU_1003,39,992.94,12,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,0,7,3,10,191,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,1,32.0,16.0,20.0,7.0,18.571428571428573,6.5283265557911365,17.428571428571427,7.7629721282338995,14.535714285714286,6.619176086454563,14.0,32.0,435.0,0.3515250867983221,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-11,SKU_1003,39,992.9399999999999,13,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,1,7,3,11,192,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,1,39.0,17.0,3.0,14.0,21.857142857142858,9.92351704166374,18.785714285714285,9.672948571450911,15.678571428571429,7.9071162108879305,14.0,39.0,464.0,0.45401691183308723,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-12,SKU_1003,14,356.44,7,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,2,7,3,12,193,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,1,39.0,15.0,11.0,10.0,25.0,11.489125293076068,21.357142857142858,9.935229801508946,16.571428571428573,9.040765992738098,14.0,39.0,485.0,0.45956482789711156,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-13,SKU_1003,22,560.12,10,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,3,7,3,13,194,0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,1,14.0,14.0,9.0,6.0,24.857142857142858,11.639423975274324,21.571428571428573,9.724784242924306,16.714285714285715,8.964362127881065,14.0,39.0,492.0,0.4682525002830187,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-14,SKU_1003,29,738.34,6,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,4,7,3,14,195,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,1,22.0,22.0,17.0,15.0,26.0,10.754843869934465,22.5,9.027735042633912,17.285714285714285,8.763802417001013,14.0,39.0,500.0,0.4136476820560633,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-15,SKU_1003,19,483.74,8,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,5,7,3,15,196,1,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,1,29.0,14.0,25.0,7.0,27.0,10.645812948447556,23.357142857142858,9.035035591068167,17.785714285714285,9.024071278190485,14.0,39.0,519.0,0.39428922242797526,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-16,SKU_1003,30,763.8,12,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,6,7,3,16,197,1,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,1,19.0,32.0,29.0,17.0,27.714285714285715,9.759000729485349,22.928571428571427,9.093228974726939,18.214285714285715,8.774361400661478,14.0,39.0,532.0,0.35212876524424674,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-17,SKU_1003,15,381.90000000000003,9,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,0,7,3,17,198,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,1,30.0,39.0,16.0,12.0,27.428571428571427,9.641181512261932,23.0,9.148349998349868,18.678571428571427,9.047420632745014,14.0,39.0,547.0,0.3515012811497075,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-18,SKU_1003,24,611.04,13,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,1,7,3,18,199,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,1,15.0,39.0,17.0,13.0,24.0,9.092121131323916,22.928571428571427,9.210898943135772,18.785714285714285,8.98293502665592,14.0,39.0,555.0,0.3788382226225704,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-19,SKU_1003,17,432.82,8,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,2,7,3,19,200,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,1,24.0,14.0,15.0,15.0,21.857142857142858,6.309478885734066,23.428571428571427,9.052957746286257,19.178571428571427,8.96104148803389,14.0,30.0,562.0,0.2886688365576464,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-20,SKU_1003,33,840.1800000000001,18,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,3,7,3,20,201,0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,1,17.0,22.0,14.0,9.0,22.285714285714285,5.7652489311473305,23.571428571428573,8.924592520017484,19.25,8.934431939081197,15.0,30.0,567.0,0.2586969513413123,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-21,SKU_1003,20,599.0,10,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,4,7,3,21,202,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,33.0,29.0,22.0,12.0,23.857142857142858,7.033931367037265,24.928571428571427,8.800911541200968,20.107142857142858,9.064947899645125,15.0,33.0,587.0,0.2948353229388518,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-22,SKU_1003,36,1078.2,14,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,5,7,3,22,203,1,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,20.0,19.0,14.0,16.0,22.571428571428573,6.754187413675151,24.785714285714285,8.868080803807414,20.392857142857142,8.924951647194627,15.0,33.0,592.0,0.2992360186658528,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-23,SKU_1003,13,389.34999999999997,7,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,6,7,3,23,204,1,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,36.0,30.0,32.0,10.0,25.0,8.16496580927728,26.357142857142858,8.75835550824421,21.107142857142858,9.350536866006138,15.0,36.0,619.0,0.3265985017316905,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-24,SKU_1003,16,479.2,9,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,0,7,3,24,205,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,13.0,15.0,39.0,20.0,22.571428571428573,8.92295061171179,25.0,9.273618495495727,21.214285714285715,9.235026490796574,13.0,36.0,620.0,0.3953204215794495,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-25,SKU_1003,7,209.64999999999998,4,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,1,7,3,25,206,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,16.0,24.0,39.0,3.0,22.714285714285715,8.78852065128685,23.357142857142858,8.616684556559624,21.071428571428573,9.285307276387327,13.0,36.0,620.0,0.38691583317546935,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-26,SKU_1003,14,419.3,7,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,2,7,3,26,207,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,7.0,17.0,14.0,11.0,20.285714285714285,10.546947199929244,21.071428571428573,8.38922647680471,21.214285714285715,9.024071278190496,7.0,36.0,617.0,0.5199196760924464,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-27,SKU_1003,20,599.0,7,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,3,7,3,27,208,0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,14.0,33.0,22.0,9.0,19.857142857142858,10.76148334615279,21.071428571428573,8.38922647680471,21.321428571428573,8.915461274406947,7.0,36.0,611.0,0.5419449315606066,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-28,SKU_1003,29,868.55,7,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,4,7,3,28,209,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,20.0,20.0,29.0,17.0,18.0,9.110433579144297,20.928571428571427,8.38922647680471,21.714285714285715,8.58878313657971,7.0,36.0,628.0,0.5061349176552845,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-29,SKU_1003,36,1078.2,10,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,5,7,3,29,210,1,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,29.0,36.0,19.0,25.0,19.285714285714285,10.02853072844814,20.928571428571427,8.38922647680471,22.142857142857142,8.644048630102505,7.0,36.0,646.0,0.5199976199948414,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-30,SKU_1003,30,898.5,13,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,6,7,3,30,211,1,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,36.0,13.0,30.0,29.0,19.285714285714285,10.02853072844814,22.142857142857142,9.272433444248728,22.535714285714285,9.020479345303547,7.0,36.0,673.0,0.5199976199948414,0,0,0,0,0,1,0,0,3.4202351001413382
2023-07-31,SKU_1003,23,688.8499999999999,10,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,0,7,3,31,212,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,30.0,16.0,15.0,16.0,21.714285714285715,10.307186582093843,22.142857142857142,9.272433444248728,22.571428571428573,9.048955623915845,7.0,36.0,686.0,0.47467284768129975,0,0,0,0,0,1,0,0,3.4202351001413382
2023-08-01,SKU_1003,6,179.7,4,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,1,8,3,1,213,0,0.7818314824680298,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0,0,23.0,7.0,24.0,17.0,22.714285714285715,9.995236960911036,22.714285714285715,9.042026418798063,22.821428571428573,8.956907416971038,7.0,36.0,684.0,0.4400416850532031,0,0,0,0,0,1,0,0,3.4202351001413382
2023-08-02,SKU_1003,5,149.75,4,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,2,8,3,2,214,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0,0,6.0,14.0,17.0,15.0,22.571428571428573,10.260882724488885,21.428571428571427,10.066809789633439,22.428571428571427,9.449391794766772,6.0,36.0,661.0,0.45459586866905943,0,0,0,0,0,1,0,0,3.4202351001413382
2023-08-03,SKU_1003,22,658.9,9,Office,Ergonomic Memory Foam Chair Cushion,29.576602739726024,3,8,3,3,215,0,0.43388373911755823,-0.900968867902419,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0,0,5.0,20.0,33.0,14.0,21.285714285714285,11.940327825123926,20.571428571428573,10.945419032736849,22.071428571428573,9.917917088032125,5.0,36.0,650.0,0.5609547349599735,0,0,0,0,0,1,0,0,3.4202351001413382
