InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,StoreRegion,Category
C551277,SKU_1005,Insulated Stainless Water Bottle 32oz,-3,2024-08-04 03:26:52,22.0,CUST_01379,United Kingdom,Region-North,Sports & Outdoors
518459,SKU_1006,Minimalist Smart LED Desk Lamp,2,2023-08-20 17:48:35,39.5,CUST_01181,United States,Region-South,Lighting
C505314,SKU_1002,Wireless Bluetooth Earbuds,-5,2023-03-20 01:48:58,49.99,CUST_01214,United Kingdom,Region-West,Electronics
567151,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2024-12-24 09:44:25,22.0,,Australia,Region-West,Sports & Outdoors
524560,SKU_1006,Minimalist Smart LED Desk Lamp,4,2023-11-03 21:42:42,39.5,CUST_01624,Germany,Region-West,Lighting
510211,SKU_1004,Organic Bamboo Bath Towel Set,4,2023-05-20 09:10:29,34.0,CUST_01647,United States,Region-West,Home & Kitchen
562743,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2024-11-30 16:44:55,24.99,CUST_01165,United Kingdom,Region-West,Wellness
524489,SKU_1001,Vintage Ceramic Coffee Mug,4,2023-11-03 13:06:20,12.5,CUST_01547,France,Region-North,Home & Kitchen
527124,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2023-11-24 08:11:29,19.99,CUST_01486,Australia,Region-East,Wellness
543175,SKU_1007,Mechanical Gaming Keyboard RGB,2,2024-05-02 18:05:05,79.99,CUST_01415,United Kingdom,Region-North,Electronics
530250,SKU_1001,Vintage Ceramic Coffee Mug,1,2023-12-12 19:56:20,12.5,CUST_01675,United Kingdom,Region-South,Home & Kitchen
564868,SKU_1001,Vintage Ceramic Coffee Mug,4,2024-12-15 11:58:41,11.25,CUST_01495,United Kingdom,Region-North,Home & Kitchen
531158,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,2,2023-12-16 12:24:44,38.25,CUST_01549,United Kingdom,Region-East,Cookware
564820,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2024-12-14 15:02:33,24.99,CUST_01013,United Kingdom,Region-South,Wellness
511918,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2023-06-11 17:57:28,22.0,CUST_01528,Australia,Region-South,Sports & Outdoors
542070,SKU_1008,Aromatherapy Essential Oil Diffuser,2,2024-04-19 10:08:05,24.99,CUST_01319,United Kingdom,Region-South,Wellness
554449,SKU_1001,Vintage Ceramic Coffee Mug,4,2024-09-08 17:21:39,12.5,CUST_01363,United Kingdom,Region-South,Home & Kitchen
502678,SKU_1003,Ergonomic Memory Foam Chair Cushion,1,2023-02-11 08:30:53,29.95,,United Kingdom,Region-South,Office
501338,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,3,2023-01-21 09:26:21,42.5,CUST_01337,United States,Region-North,Cookware
539200,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,1,2024-03-15 21:57:43,42.5,CUST_01601,United Kingdom,Region-South,Cookware
524249,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,1,2023-10-31 14:40:46,42.5,CUST_01593,United States,Region-North,Cookware
504074,SKU_1005,Insulated Stainless Water Bottle 32oz,3,2023-03-03 12:38:27,22.0,CUST_01076,Germany,Region-East,Sports & Outdoors
534172,SKU_1001,Vintage Ceramic Coffee Mug,5,2024-01-02 17:49:55,12.5,CUST_01740,Germany,Region-East,Home & Kitchen
C508176,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,-1,2023-04-24 01:49:52,42.5,CUST_01493,Germany,Region-East,Cookware
543699,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2024-05-09 10:23:15,24.99,CUST_01062,United Kingdom,Region-West,Wellness
548729,SKU_1002,Wireless Bluetooth Earbuds,1,2024-07-11 16:18:28,42.49,CUST_01767,United States,Region-South,Electronics
539822,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2024-03-23 12:04:20,24.99,CUST_01757,United Kingdom,Region-North,Wellness
506650,SKU_1007,Mechanical Gaming Keyboard RGB,1,2023-04-05 08:37:07,79.99,CUST_01071,France,Region-West,Electronics
540122,SKU_1005,Insulated Stainless Water Bottle 32oz,4,2024-03-27 12:52:25,22.0,,United Kingdom,Region-East,Sports & Outdoors
C535543,SKU_1005,Insulated Stainless Water Bottle 32oz,-1,2024-01-24 06:59:09,22.0,CUST_01103,United Kingdom,Region-West,Sports & Outdoors
531266,SKU_1002,Wireless Bluetooth Earbuds,1,2023-12-17 10:48:57,44.99,,United Kingdom,Region-South,Electronics
504704,SKU_1002,Wireless Bluetooth Earbuds,2,2023-03-11 15:38:53,49.99,CUST_01094,United Kingdom,Region-West,Electronics
512344,SKU_1004,Organic Bamboo Bath Towel Set,2,2023-06-17 11:16:47,34.0,CUST_01502,United Kingdom,Region-East,Home & Kitchen
520708,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,2,2023-09-15 08:42:37,42.5,CUST_01525,United Kingdom,Region-East,Cookware
526199,SKU_1001,Vintage Ceramic Coffee Mug,1,2023-11-18 14:24:01,12.5,CUST_01607,Germany,Region-South,Home & Kitchen
528693,SKU_1007,Mechanical Gaming Keyboard RGB,8,2023-12-01 08:03:04,63.99,CUST_01212,United Kingdom,Region-West,Electronics
546475,SKU_1009,Heavy-Duty Canvas Travel Backpack,8,2024-06-13 11:53:33,55.0,CUST_01151,Germany,Region-South,Luggage & Travel
552242,SKU_1002,Wireless Bluetooth Earbuds,4,2024-08-14 08:59:41,49.99,,United Kingdom,Region-South,Electronics
502940,SKU_1008,Aromatherapy Essential Oil Diffuser,3,2023-02-14 10:59:04,24.99,CUST_01243,United Kingdom,Region-South,Wellness
531663,SKU_1005,Insulated Stainless Water Bottle 32oz,8,2023-12-18 12:31:41,19.8,CUST_01799,Germany,Region-North,Sports & Outdoors
559766,SKU_1001,Vintage Ceramic Coffee Mug,1,2024-11-11 21:56:14,12.5,CUST_01596,United States,Region-West,Home & Kitchen
535619,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2024-01-24 09:44:50,24.99,CUST_01414,United States,Region-South,Wellness
550413,SKU_1002,Wireless Bluetooth Earbuds,1,2024-07-25 12:43:34,49.99,CUST_01635,United Kingdom,Region-East,Electronics
518763,SKU_1003,Ergonomic Memory Foam Chair Cushion,1,2023-08-24 12:37:55,29.95,CUST_01384,United States,Region-West,Office
533116,SKU_1002,Wireless Bluetooth Earbuds,2,2023-12-24 15:18:00,49.99,CUST_01401,United States,Region-South,Electronics
518271,SKU_1008,Aromatherapy Essential Oil Diffuser,2,2023-08-18 18:30:50,24.99,CUST_01261,United States,Region-South,Wellness
559930,SKU_1008,Aromatherapy Essential Oil Diffuser,3,2024-11-12 21:57:59,24.99,CUST_01400,United Kingdom,Region-East,Wellness
524282,SKU_1004,Organic Bamboo Bath Towel Set,1,2023-11-01 17:39:59,34.0,CUST_01091,United Kingdom,Region-East,Home & Kitchen
510874,SKU_1004,Organic Bamboo Bath Towel Set,1,2023-05-28 19:45:35,34.0,,United States,Region-North,Home & Kitchen
545319,SKU_1001,Vintage Ceramic Coffee Mug,3,2024-05-30 09:40:05,12.5,CUST_01026,United Kingdom,Region-West,Home & Kitchen
542632,SKU_1006,Minimalist Smart LED Desk Lamp,1,2024-04-26 08:35:51,39.5,CUST_01424,United Kingdom,Region-East,Lighting
511479,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2023-06-05 13:49:05,22.0,CUST_01524,United Kingdom,Region-South,Sports & Outdoors
524595,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,8,2023-11-03 18:03:26,42.5,CUST_01768,Germany,Region-North,Cookware
548887,SKU_1004,Organic Bamboo Bath Towel Set,3,2024-07-12 16:43:16,28.9,CUST_01783,United Kingdom,Region-West,Home & Kitchen
553419,SKU_1002,Wireless Bluetooth Earbuds,1,2024-08-27 15:39:49,49.99,CUST_01167,United Kingdom,Region-South,Electronics
512746,SKU_1009,Heavy-Duty Canvas Travel Backpack,2,2023-06-22 10:19:27,55.0,CUST_01767,United Kingdom,Region-South,Luggage & Travel
547236,SKU_1003,Ergonomic Memory Foam Chair Cushion,1,2024-06-23 16:18:49,29.95,CUST_01551,France,Region-North,Office
558158,SKU_1008,Aromatherapy Essential Oil Diffuser,3,2024-10-25 12:03:59,24.99,CUST_01711,United Kingdom,Region-South,Wellness
524809,SKU_1006,Minimalist Smart LED Desk Lamp,5,2023-11-05 19:58:31,39.5,CUST_01657,United Kingdom,Region-West,Lighting
563670,SKU_1004,Organic Bamboo Bath Towel Set,1,2024-12-05 13:35:18,34.0,CUST_01347,United States,Region-North,Home & Kitchen
557951,SKU_1003,Ergonomic Memory Foam Chair Cushion,2,2024-10-23 11:13:18,29.95,CUST_01639,France,Region-West,Office
561425,SKU_1009,Heavy-Duty Canvas Travel Backpack,1,2024-11-24 12:43:17,44.0,CUST_01680,United Kingdom,Region-West,Luggage & Travel
530454,SKU_1008,Aromatherapy Essential Oil Diffuser,2,2023-12-13 21:49:52,24.99,CUST_01794,France,Region-North,Wellness
523637,SKU_1009,Heavy-Duty Canvas Travel Backpack,10,2023-10-23 13:55:15,55.0,CUST_01556,Germany,Region-South,Luggage & Travel
562229,SKU_1003,Ergonomic Memory Foam Chair Cushion,2,2024-11-28 18:31:22,23.96,CUST_01414,United Kingdom,Region-North,Office
C512458,SKU_1007,Mechanical Gaming Keyboard RGB,-1,2023-06-19 02:58:53,79.99,CUST_01637,Australia,Region-North,Electronics
506343,SKU_1008,Aromatherapy Essential Oil Diffuser,3,2023-04-01 21:39:39,24.99,CUST_01716,France,Region-West,Wellness
533282,SKU_1004,Organic Bamboo Bath Towel Set,1,2023-12-25 17:59:06,34.0,CUST_01019,United Kingdom,Region-East,Home & Kitchen
512956,SKU_1007,Mechanical Gaming Keyboard RGB,2,2023-06-25 19:37:19,79.99,CUST_01121,Germany,Region-South,Electronics
C517806,SKU_1005,Insulated Stainless Water Bottle 32oz,-4,2023-08-14 12:10:09,22.0,CUST_01587,United Kingdom,Region-West,Sports & Outdoors
503500,SKU_1006,Minimalist Smart LED Desk Lamp,1,2023-02-23 16:18:26,39.5,CUST_01187,United Kingdom,Region-West,Lighting
512114,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2023-06-14 20:39:36,22.0,CUST_01724,United Kingdom,Region-South,Sports & Outdoors
537975,SKU_1005,Insulated Stainless Water Bottle 32oz,2,2024-02-28 10:10:15,22.0,CUST_01736,United Kingdom,Region-North,Sports & Outdoors
549233,SKU_1009,Heavy-Duty Canvas Travel Backpack,2,2024-07-14 20:12:38,46.75,CUST_01484,United Kingdom,Region-West,Luggage & Travel
511929,SKU_1009,Heavy-Duty Canvas Travel Backpack,5,2023-06-11 20:06:49,55.0,CUST_01256,United Kingdom,Region-South,Luggage & Travel
531242,SKU_1001,Vintage Ceramic Coffee Mug,3,2023-12-17 12:13:36,11.25,CUST_01427,United Kingdom,Region-East,Home & Kitchen
538679,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2024-03-08 08:16:10,22.0,CUST_01482,France,Region-West,Sports & Outdoors
509293,SKU_1001,Vintage Ceramic Coffee Mug,1,2023-05-08 20:14:32,12.5,CUST_01068,United Kingdom,Region-South,Home & Kitchen
537220,SKU_1004,Organic Bamboo Bath Towel Set,3,2024-02-17 18:35:11,34.0,,United Kingdom,Region-North,Home & Kitchen
528757,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,8,2023-12-01 10:32:23,34.0,CUST_01427,United States,Region-West,Cookware
557465,SKU_1004,Organic Bamboo Bath Towel Set,2,2024-10-17 13:57:31,34.0,CUST_01205,United Kingdom,Region-South,Home & Kitchen
517090,SKU_1001,Vintage Ceramic Coffee Mug,1,2023-08-06 15:30:31,12.5,CUST_01126,United States,Region-East,Home & Kitchen
529553,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2023-12-05 14:32:45,24.99,CUST_01285,United Kingdom,Region-South,Wellness
564778,SKU_1004,Organic Bamboo Bath Towel Set,5,2024-12-14 15:55:16,34.0,CUST_01715,United Kingdom,Region-North,Home & Kitchen
507761,SKU_1008,Aromatherapy Essential Oil Diffuser,2,2023-04-18 10:31:09,24.99,CUST_01183,France,Region-North,Wellness
567553,SKU_1008,Aromatherapy Essential Oil Diffuser,2,2024-12-27 21:58:38,24.99,CUST_01722,Germany,Region-North,Wellness
508948,SKU_1002,Wireless Bluetooth Earbuds,1,2023-05-04 11:54:14,49.99,CUST_01501,Germany,Region-West,Electronics
543769,SKU_1006,Minimalist Smart LED Desk Lamp,3,2024-05-10 21:51:12,39.5,,Germany,Region-West,Lighting
547359,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2024-06-24 13:24:56,24.99,CUST_01620,United Kingdom,Region-West,Wellness
551233,SKU_1002,Wireless Bluetooth Earbuds,1,2024-08-03 08:39:46,49.99,CUST_01533,United Kingdom,Region-South,Electronics
548059,SKU_1008,Aromatherapy Essential Oil Diffuser,2,2024-07-03 14:52:07,24.99,CUST_01790,Germany,Region-South,Wellness
553539,SKU_1003,Ergonomic Memory Foam Chair Cushion,2,2024-08-28 21:07:33,29.95,CUST_01505,United Kingdom,Region-East,Office
544545,SKU_1005,Insulated Stainless Water Bottle 32oz,5,2024-05-20 17:10:27,22.0,CUST_01492,Germany,Region-South,Sports & Outdoors
552875,SKU_1006,Minimalist Smart LED Desk Lamp,2,2024-08-21 10:03:46,39.5,CUST_01221,United Kingdom,Region-West,Lighting
525354,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2023-11-10 15:44:57,24.99,CUST_01325,United Kingdom,Region-East,Wellness
501498,SKU_1005,Insulated Stainless Water Bottle 32oz,12,2023-01-24 21:10:28,22.0,CUST_01068,United Kingdom,Region-North,Sports & Outdoors
557907,SKU_1003,Ergonomic Memory Foam Chair Cushion,1,2024-10-22 17:23:28,29.95,CUST_01428,Australia,Region-West,Office
500336,SKU_1003,Ergonomic Memory Foam Chair Cushion,3,2023-01-06 08:11:57,29.95,CUST_01659,United Kingdom,Region-West,Office
536196,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,1,2024-02-02 08:59:23,42.5,CUST_01155,United Kingdom,Region-South,Cookware
548133,SKU_1008,Aromatherapy Essential Oil Diffuser,5,2024-07-04 14:55:22,24.99,CUST_01126,United Kingdom,Region-South,Wellness
543504,SKU_1001,Vintage Ceramic Coffee Mug,2,2024-05-07 12:02:09,12.5,CUST_01609,United Kingdom,Region-West,Home & Kitchen
540695,SKU_1008,Aromatherapy Essential Oil Diffuser,3,2024-04-02 11:15:05,24.99,CUST_01368,Australia,Region-East,Wellness
553095,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2024-08-23 18:47:51,24.99,CUST_01767,United Kingdom,Region-South,Wellness
562906,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2024-12-01 08:41:12,17.6,CUST_01776,France,Region-North,Sports & Outdoors
557826,SKU_1001,Vintage Ceramic Coffee Mug,2,2024-10-21 19:13:05,12.5,CUST_01065,Australia,Region-West,Home & Kitchen
560399,SKU_1007,Mechanical Gaming Keyboard RGB,4,2024-11-16 21:26:37,79.99,CUST_01592,United Kingdom,Region-East,Electronics
539639,SKU_1005,Insulated Stainless Water Bottle 32oz,2,2024-03-21 16:48:50,22.0,CUST_01489,United Kingdom,Region-North,Sports & Outdoors
537653,SKU_1005,Insulated Stainless Water Bottle 32oz,3,2024-02-23 08:30:21,22.0,CUST_01311,United Kingdom,Region-East,Sports & Outdoors
C506780,SKU_1004,Organic Bamboo Bath Towel Set,-1,2023-04-08 08:40:29,34.0,CUST_01002,United States,Region-North,Home & Kitchen
542018,SKU_1001,Vintage Ceramic Coffee Mug,1,2024-04-19 15:29:50,12.5,CUST_01425,United Kingdom,Region-North,Home & Kitchen
517945,SKU_1002,Wireless Bluetooth Earbuds,1,2023-08-15 15:49:36,49.99,CUST_01203,Germany,Region-South,Electronics
537108,SKU_1008,Aromatherapy Essential Oil Diffuser,4,2024-02-15 19:27:14,24.99,CUST_01608,United Kingdom,Region-West,Wellness
530953,SKU_1002,Wireless Bluetooth Earbuds,1,2023-12-16 19:56:43,44.99,CUST_01010,United Kingdom,Region-East,Electronics
534502,SKU_1002,Wireless Bluetooth Earbuds,1,2024-01-07 15:12:29,49.99,,Germany,Region-North,Electronics
536306,SKU_1002,Wireless Bluetooth Earbuds,8,2024-02-04 19:24:42,49.99,CUST_01689,United Kingdom,Region-West,Electronics
526606,SKU_1007,Mechanical Gaming Keyboard RGB,4,2023-11-21 11:30:44,79.99,CUST_01279,France,Region-South,Electronics
562774,SKU_1001,Vintage Ceramic Coffee Mug,1,2024-12-01 11:20:37,10.0,CUST_01618,United Kingdom,Region-South,Home & Kitchen
513723,SKU_1008,Aromatherapy Essential Oil Diffuser,3,2023-07-04 15:48:41,24.99,CUST_01526,United Kingdom,Region-East,Wellness
543736,SKU_1003,Ergonomic Memory Foam Chair Cushion,2,2024-05-10 20:07:20,29.95,CUST_01181,United Kingdom,Region-West,Office
505584,SKU_1001,Vintage Ceramic Coffee Mug,3,2023-03-23 14:22:37,12.5,CUST_01254,United States,Region-North,Home & Kitchen
566826,SKU_1009,Heavy-Duty Canvas Travel Backpack,3,2024-12-22 11:13:03,49.5,CUST_01246,United Kingdom,Region-South,Luggage & Travel
509040,SKU_1003,Ergonomic Memory Foam Chair Cushion,3,2023-05-05 13:32:47,29.95,CUST_01727,United Kingdom,Region-South,Office
516061,SKU_1005,Insulated Stainless Water Bottle 32oz,5,2023-07-25 11:12:30,22.0,CUST_01093,United Kingdom,Region-East,Sports & Outdoors
537621,SKU_1002,Wireless Bluetooth Earbuds,1,2024-02-23 09:07:20,49.99,CUST_01500,France,Region-North,Electronics
554218,SKU_1003,Ergonomic Memory Foam Chair Cushion,1,2024-09-05 20:48:53,29.95,CUST_01138,Australia,Region-East,Office
548610,SKU_1001,Vintage Ceramic Coffee Mug,2,2024-07-10 10:48:21,10.62,CUST_01115,United Kingdom,Region-South,Home & Kitchen
524583,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2023-11-03 16:25:56,24.99,CUST_01058,United States,Region-West,Wellness
525797,SKU_1003,Ergonomic Memory Foam Chair Cushion,1,2023-11-14 09:18:20,29.95,CUST_01386,United Kingdom,Region-West,Office
503160,SKU_1002,Wireless Bluetooth Earbuds,1,2023-02-18 14:16:34,49.99,CUST_01043,United States,Region-North,Electronics
539736,SKU_1009,Heavy-Duty Canvas Travel Backpack,3,2024-03-22 14:46:25,55.0,CUST_01619,United Kingdom,Region-North,Luggage & Travel
560044,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2024-11-13 10:35:08,24.99,CUST_01287,United Kingdom,Region-East,Wellness
560073,SKU_1001,Vintage Ceramic Coffee Mug,1,2024-11-14 14:17:29,12.5,CUST_01046,United Kingdom,Region-North,Home & Kitchen
513630,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2023-07-03 16:02:54,22.0,CUST_01355,United Kingdom,Region-West,Sports & Outdoors
517360,SKU_1004,Organic Bamboo Bath Towel Set,8,2023-08-09 10:28:58,34.0,CUST_01330,United Kingdom,Region-North,Home & Kitchen
523073,SKU_1007,Mechanical Gaming Keyboard RGB,1,2023-10-15 09:11:42,79.99,CUST_01757,United States,Region-South,Electronics
539299,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,2,2024-03-16 10:24:55,42.5,CUST_01420,United Kingdom,Region-West,Cookware
565177,SKU_1003,Ergonomic Memory Foam Chair Cushion,1,2024-12-16 18:57:50,26.95,CUST_01465,United Kingdom,Region-North,Office
560074,SKU_1001,Vintage Ceramic Coffee Mug,2,2024-11-14 08:32:57,12.5,CUST_01657,United Kingdom,Region-South,Home & Kitchen
535826,SKU_1001,Vintage Ceramic Coffee Mug,1,2024-01-28 11:52:46,12.5,CUST_01476,Germany,Region-South,Home & Kitchen
542052,SKU_1005,Insulated Stainless Water Bottle 32oz,3,2024-04-19 15:33:00,22.0,CUST_01748,United Kingdom,Region-North,Sports & Outdoors
C532336,SKU_1005,Insulated Stainless Water Bottle 32oz,-1,2023-12-21 16:35:40,19.8,,United Kingdom,Region-East,Sports & Outdoors
549661,SKU_1002,Wireless Bluetooth Earbuds,2,2024-07-18 12:30:33,42.49,CUST_01737,United Kingdom,Region-North,Electronics
513803,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,4,2023-07-05 08:29:05,42.5,CUST_01181,United Kingdom,Region-South,Cookware
521855,SKU_1005,Insulated Stainless Water Bottle 32oz,2,2023-09-30 20:01:01,22.0,CUST_01689,United Kingdom,Region-North,Sports & Outdoors
514369,SKU_1002,Wireless Bluetooth Earbuds,3,2023-07-11 12:52:34,42.49,CUST_01105,United Kingdom,Region-North,Electronics
516666,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2023-08-01 15:30:28,22.0,CUST_01383,United Kingdom,Region-North,Sports & Outdoors
531113,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2023-12-16 21:39:40,22.49,CUST_01349,United Kingdom,Region-West,Wellness
511385,SKU_1001,Vintage Ceramic Coffee Mug,2,2023-06-04 14:29:59,12.5,CUST_01741,United Kingdom,Region-North,Home & Kitchen
519881,SKU_1002,Wireless Bluetooth Earbuds,1,2023-09-06 14:02:36,49.99,CUST_01479,United Kingdom,Region-West,Electronics
548264,SKU_1001,Vintage Ceramic Coffee Mug,8,2024-07-06 19:54:03,12.5,CUST_01156,Germany,Region-West,Home & Kitchen
540196,SKU_1002,Wireless Bluetooth Earbuds,3,2024-03-28 12:58:07,49.99,CUST_01702,United Kingdom,Region-South,Electronics
561798,SKU_1007,Mechanical Gaming Keyboard RGB,1,2024-11-26 09:50:56,63.99,CUST_01705,United Kingdom,Region-West,Electronics
524616,SKU_1001,Vintage Ceramic Coffee Mug,2,2023-11-04 09:41:38,12.5,CUST_01212,United Kingdom,Region-North,Home & Kitchen
558130,SKU_1005,Insulated Stainless Water Bottle 32oz,3,2024-10-25 18:40:07,22.0,CUST_01204,United Kingdom,Region-North,Sports & Outdoors
502424,SKU_1005,Insulated Stainless Water Bottle 32oz,2,2023-02-07 08:19:19,22.0,CUST_01047,United Kingdom,Region-South,Sports & Outdoors
526503,SKU_1007,Mechanical Gaming Keyboard RGB,2,2023-11-20 20:44:33,79.99,CUST_01162,United Kingdom,Region-West,Electronics
539223,SKU_1001,Vintage Ceramic Coffee Mug,1,2024-03-16 13:19:07,12.5,CUST_01586,Germany,Region-West,Home & Kitchen
521216,SKU_1001,Vintage Ceramic Coffee Mug,1,2023-09-22 16:11:53,12.5,,Germany,Region-West,Home & Kitchen
517004,SKU_1002,Wireless Bluetooth Earbuds,3,2023-08-05 16:01:37,49.99,CUST_01272,United Kingdom,Region-West,Electronics
565430,SKU_1004,Organic Bamboo Bath Towel Set,1,2024-12-17 10:54:38,30.6,CUST_01614,Germany,Region-South,Home & Kitchen
517084,SKU_1001,Vintage Ceramic Coffee Mug,8,2023-08-06 10:07:21,12.5,CUST_01753,Germany,Region-East,Home & Kitchen
500061,SKU_1005,Insulated Stainless Water Bottle 32oz,2,2023-01-01 17:46:15,22.0,CUST_01796,Australia,Region-West,Sports & Outdoors
562806,SKU_1001,Vintage Ceramic Coffee Mug,1,2024-12-01 09:19:55,10.0,CUST_01083,France,Region-West,Home & Kitchen
544346,SKU_1003,Ergonomic Memory Foam Chair Cushion,4,2024-05-18 15:49:23,29.95,CUST_01697,United Kingdom,Region-West,Office
544236,SKU_1001,Vintage Ceramic Coffee Mug,2,2024-05-17 18:24:55,12.5,CUST_01495,United Kingdom,Region-North,Home & Kitchen
505988,SKU_1002,Wireless Bluetooth Earbuds,4,2023-03-28 14:05:40,49.99,CUST_01099,United Kingdom,Region-North,Electronics
C559184,SKU_1004,Organic Bamboo Bath Towel Set,-2,2024-11-07 07:27:35,34.0,CUST_01536,United Kingdom,Region-South,Home & Kitchen
539167,SKU_1005,Insulated Stainless Water Bottle 32oz,2,2024-03-15 10:34:06,22.0,CUST_01077,United Kingdom,Region-West,Sports & Outdoors
534100,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,1,2023-12-31 20:21:46,42.5,CUST_01037,United Kingdom,Region-North,Cookware
528652,SKU_1005,Insulated Stainless Water Bottle 32oz,3,2023-12-01 17:53:40,17.6,CUST_01019,United Kingdom,Region-South,Sports & Outdoors
554057,SKU_1001,Vintage Ceramic Coffee Mug,1,2024-09-03 15:24:28,12.5,CUST_01290,United Kingdom,Region-South,Home & Kitchen
566321,SKU_1001,Vintage Ceramic Coffee Mug,1,2024-12-21 09:09:28,11.25,CUST_01411,France,Region-South,Home & Kitchen
519012,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,1,2023-08-26 18:45:46,42.5,CUST_01359,United Kingdom,Region-South,Cookware
530540,SKU_1008,Aromatherapy Essential Oil Diffuser,2,2023-12-14 09:04:46,24.99,CUST_01346,United Kingdom,Region-North,Wellness
549474,SKU_1001,Vintage Ceramic Coffee Mug,1,2024-07-17 21:28:46,10.62,CUST_01460,United Kingdom,Region-West,Home & Kitchen
527767,SKU_1003,Ergonomic Memory Foam Chair Cushion,12,2023-11-27 11:09:56,23.96,CUST_01051,Australia,Region-North,Office
504698,SKU_1001,Vintage Ceramic Coffee Mug,3,2023-03-11 10:24:14,12.5,CUST_01492,Germany,Region-South,Home & Kitchen
544175,SKU_1002,Wireless Bluetooth Earbuds,1,2024-05-16 09:35:05,49.99,CUST_01265,United States,Region-West,Electronics
503195,SKU_1006,Minimalist Smart LED Desk Lamp,4,2023-02-18 11:44:49,39.5,CUST_01278,Germany,Region-South,Lighting
523448,SKU_1002,Wireless Bluetooth Earbuds,1,2023-10-21 11:38:58,49.99,CUST_01721,United Kingdom,Region-South,Electronics
542631,SKU_1006,Minimalist Smart LED Desk Lamp,1,2024-04-26 08:21:57,39.5,,United Kingdom,Region-South,Lighting
533460,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,1,2023-12-26 09:55:30,42.5,CUST_01411,United Kingdom,Region-West,Cookware
542383,SKU_1004,Organic Bamboo Bath Towel Set,2,2024-04-23 12:05:40,34.0,CUST_01193,United Kingdom,Region-North,Home & Kitchen
525165,SKU_1009,Heavy-Duty Canvas Travel Backpack,5,2023-11-08 20:47:07,55.0,CUST_01571,United Kingdom,Region-South,Luggage & Travel
563339,SKU_1007,Mechanical Gaming Keyboard RGB,1,2024-12-03 15:29:53,63.99,CUST_01771,United States,Region-East,Electronics
552077,SKU_1001,Vintage Ceramic Coffee Mug,1,2024-08-12 12:32:20,12.5,CUST_01104,United Kingdom,Region-East,Home & Kitchen
527178,SKU_1001,Vintage Ceramic Coffee Mug,5,2023-11-25 11:23:15,10.0,CUST_01515,United Kingdom,Region-East,Home & Kitchen
521186,SKU_1008,Aromatherapy Essential Oil Diffuser,2,2023-09-21 15:57:25,24.99,CUST_01526,United Kingdom,Region-North,Wellness
553841,SKU_1005,Insulated Stainless Water Bottle 32oz,2,2024-08-31 11:14:00,22.0,,Germany,Region-North,Sports & Outdoors
500584,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2023-01-09 08:10:27,24.99,CUST_01410,United Kingdom,Region-West,Wellness
552366,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,3,2024-08-15 11:47:27,42.5,CUST_01339,United Kingdom,Region-West,Cookware
550442,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2024-07-25 10:38:28,22.0,CUST_01702,United Kingdom,Region-East,Sports & Outdoors
564362,SKU_1001,Vintage Ceramic Coffee Mug,8,2024-12-11 11:03:48,12.5,CUST_01704,United Kingdom,Region-North,Home & Kitchen
565200,SKU_1004,Organic Bamboo Bath Towel Set,5,2024-12-16 10:18:18,30.6,CUST_01245,United Kingdom,Region-North,Home & Kitchen
